STT,Stock_code,Year,CR,QR,ITR,DSO,FATR,ATR,DAR,EAR,DER,ROS,ROA,ROE,CFR,WCTA,ARtoCA,STR,SDA,LDA,PRE,IRR,IT,CPtoAR,FAR,STDR,TDR,LogTA,Risk
6430,ICI,2020,1.379010731,1.036676822,0.867744036,1093.796705,5.181011137,0.184353381,0.620596825,0.379403175,2.038440647,0.012441688,0.002293667,0.006045461,0.055051086,0.235212856,0.645531824,0.605535526,0.620596825,0,-0.003543965,1.271621389,0.786397593,0.302417411,0.03558251,1,0.620596825,25.60140406,1
6431,ICI,2021,1.342868991,1.05057594,0.380786949,2934.541455,2.322457217,0.071923392,0.64620396,0.35379604,2.277765618,0.003429654,0.000246672,0.000697216,0.048926846,0.2215633,0.666368233,0.253518455,0.64620396,0,-0.015864079,3.328318043,0.300452056,0.098139929,0.030968662,1,0.64620396,25.67198036,1
6432,ICI,2022,1.244174903,0.958043841,0.764974041,1250.216271,6.655538792,0.155802688,0.711808616,0.288191384,3.084569502,0.002777968,0.000432815,0.001501832,0.148602141,0.1738058,0.602590874,0.675159317,0.711808616,0,8.28399E-05,1.461968273,0.684009372,0.261049624,0.023409478,1,0.711808616,25.87850359,1
6433,ICI,2023,1.194175269,0.938328166,1.9345908,513.1314405,20.91551321,0.375715156,0.759082699,0.240917301,3.960618515,0.004213676,0.001583142,0.006571309,0.105499549,0.147395087,0.582689657,1.960345565,0.759082699,0,0.011127228,0.541956257,1.845167367,0.678439126,0.017963468,1,0.759082699,26.06419004,1
6434,ICI,2024,1.244332615,0.964118814,3.027740744,340.920575,32.89882261,0.617398164,0.727707964,0.272292036,3.341823783,0.00475169,0.002933685,0.010774037,0.068812528,0.17780279,0.636842545,2.835252562,0.727707964,0,0.013810511,0.344939901,2.899055736,1.025126669,0.018766573,1,0.727707964,25.93651745,1
6435,ICN,2017,3.306230755,3.102282022,7.983944195,179.94859,0.826165587,0.293407761,0.921129931,0.078870069,18.9459194,0.066818869,0.019605175,0.248575599,0.171937486,0.415562024,0.242806845,6.034848738,0.180190999,0.740938932,0.67988695,0.133921281,7.467073154,1.897043676,0.355144012,0.195619525,0.921129931,27.65903159,1
6436,ICN,2018,10.82839691,10.05958005,6.206917054,104.6073592,0.749452234,0.261143294,0.912607872,0.087392128,18.61256737,0.122901699,0.032094954,0.367252239,0.275930472,0.537851918,0.126300203,5.325997394,0.054724277,0.857883595,0.746421094,0.176203479,5.675256843,3.190363774,0.348445547,0.059964722,0.912607872,27.65057484,1
6437,ICN,2019,9.916358105,9.283970992,3.373880546,157.8109809,0.397706278,0.129820915,0.918674376,0.081325624,22.64206929,0.206674244,0.02683064,0.329916183,0.193689082,0.542524626,0.093026111,3.199625723,0.060845989,0.857828387,0.823949213,0.336382567,2.972805664,2.037945018,0.326424104,0.066232378,0.918674376,27.83992204,1
6438,ICN,2020,7.044443692,6.655163932,3.842274089,187.3748132,0.458447908,0.138733485,0.91187095,0.08812905,14.88711206,0.275667844,0.038244361,0.433958617,0.100539492,0.56064437,0.108998824,2.264948713,0.092753676,0.819117274,0.745423216,0.302497245,3.305815227,1.675991784,0.302615591,0.101717985,0.91187095,27.89804515,1
6439,ICN,2021,6.644822724,6.328039083,3.914719022,276.2464239,0.361550069,0.105875665,0.901634068,0.098365932,11.73855193,0.307429499,0.032549303,0.330900159,0.197385075,0.481929062,0.141248467,1.378416186,0.085375411,0.816258656,0.484021651,0.29966675,3.337040231,1.126307682,0.292838182,0.094689647,0.901634068,27.89486022,1
6440,ICN,2022,4.662931499,2.940295826,1.833019553,57.58261194,2.097173135,0.45474089,0.74885428,0.25114572,8.386537512,0.559732838,0.254533409,1.013488938,0.435637857,0.527511911,0.106831664,5.092715141,0.144013589,0.604840691,3.549918031,1.629055477,0.613852637,2.122748448,0.216835168,0.192311899,0.74885428,27.92659494,0
6441,ICN,2023,3.586520099,2.089960857,0.622520691,200.567993,3.927571845,0.181236506,0.781465978,0.218534022,4.750666733,0.293817436,0.053250445,0.243671191,0.514498946,0.503168951,0.142739181,1.101768041,0.194535102,0.586930876,0.403037281,2.388175262,0.418729737,1.22408408,0.04614467,0.248936112,0.781465978,27.84625251,1
6442,ICN,2024,2.81765991,1.940232544,2.205767059,67.57286519,10.75122449,0.463085032,0.694816835,0.305183165,4.580754894,0.389487548,0.180365854,0.59100853,0.619971894,0.434913161,0.127163279,3.053004652,0.239270921,0.455545913,1.485699379,0.941970384,1.061604502,2.599702401,0.043072771,0.344365463,0.694816835,27.92735469,0
6443,IDP,2019,0.604504073,0.488648167,15.47719357,38.53069155,6.231475802,1.835343923,1.035225455,-0.035225455,2.281966106,0.052973768,0.097225084,-2.760080303,0.009737969,-0.404807996,0.313130304,4.045681651,1.023545296,0.011680158,0.224833509,0.117096512,8.539963995,5.226968539,0.294527971,0.988717281,1.035225455,27.7798415,1
6444,IDP,2020,1.003214323,0.778389594,12.73795443,20.25248719,8.29088824,1.811364529,0.633334855,0.366665145,2.322888854,0.128141293,0.232110593,0.633031518,0.01178952,0.002033067,0.15839284,6.643560581,0.632502273,0.000832582,0.922588882,0.135842422,7.361470637,10.41548245,0.218476534,0.9986854,0.633334855,28.40203135,0
6445,IDP,2021,1.171827635,0.96483135,14.3971749,26.0867666,6.338805104,1.653047348,0.554683776,0.445316224,2.791012054,0.167821555,0.277416977,0.622966247,0.012372134,0.095310001,0.181762163,8.31766725,0.554683776,0,1.761711017,0.124104415,8.057731056,7.830835468,0.26078217,1,0.554683776,28.71822512,0
6446,IDP,2022,1.351506943,1.154903769,15.82929051,56.39174607,8.995299422,1.608205427,0.529397868,0.470602132,3.448299634,0.131236786,0.211055711,0.448480141,0.042370425,0.181645004,0.355759389,10.47524843,0.516760786,0.012637082,1.680666579,0.10478067,9.543745083,3.902426244,0.178782868,0.976129329,0.529397868,28.97652964,0
6447,IDP,2023,1.631275626,1.428210636,15.49761944,40.04871715,8.259175233,1.286451128,0.415594032,0.584405968,3.55263907,0.137008238,0.176254403,0.30159583,0.098785732,0.258054994,0.211674452,10.99702157,0.408783395,0.006810637,1.899509158,0.110266151,9.06896621,5.333312688,0.155760241,0.983612283,0.415594032,29.2881909,0
6448,IDP,2024,1.359954293,1.13516305,12.11697795,55.42464189,9.114630353,1.119402809,0.507095136,0.492904864,5.698401041,0.112586921,0.126030116,0.255688522,0.094342078,0.14793129,0.304130115,12.57911125,0.410972428,0.096122709,1.788023195,0.141537697,7.065255572,3.839931946,0.122813846,0.810444428,0.507095136,29.56906892,0
6449,IFS,2017,1.325874431,0.818169636,8.261227933,6.908151133,8.369176594,2.197424496,0.532570708,0.467429292,0.42438957,0.076063636,0.167144098,0.357581565,0.736698799,0.170729425,0.059871817,1.751061451,0.523911693,0.008659014,0.15288957,0.201176428,4.970761297,31.79137688,0.262561612,0.983741099,0.532570708,27.2663144,0
6450,IFS,2018,2.463400122,1.402341079,7.680534969,7.063582879,11.18571028,2.385464102,0.299782385,0.700217615,0.247950878,0.104748676,0.249874206,0.356852213,1.242688484,0.428356095,0.064021854,1.973024258,0.292712901,0.007069485,0.247376563,0.234744701,4.259947067,28.66028806,0.213259958,0.976417945,0.299782385,27.30355207,0
6451,IFS,2019,3.720247273,2.71977271,8.659801262,9.097250322,14.75222213,1.91195499,0.225186879,0.774813121,0.242847286,0.124363995,0.23777836,0.306884788,2.494047109,0.600305153,0.058044283,2.061901136,0.220680362,0.004506517,0.348999813,0.218078986,4.585494546,21.24520742,0.129604542,0.979987659,0.225186879,27.56888041,0
6452,IFS,2020,5.652165734,4.452190292,7.484877436,9.952801215,14.97212921,1.383491159,0.157389986,0.842610014,0.20095917,0.100715596,0.139339137,0.165366106,4.201499112,0.716596223,0.043330593,1.76647347,0.154034973,0.003355013,0.225552827,0.245612726,4.071450269,19.94857949,0.092404436,0.97868344,0.157389986,27.73775328,0
6453,IFS,2021,5.446743749,4.591575249,7.311100673,9.67058293,14.86782236,1.028607058,0.167338377,0.832661623,0.245170852,0.095608726,0.098343811,0.118107774,4.42108315,0.731572116,0.030412863,1.507033076,0.164518613,0.002819763,0.225108425,0.23319044,4.288340465,22.1384242,0.069183437,0.983149332,0.167338377,27.87531559,0
6454,IFS,2022,5.536969299,4.428137462,6.906904189,9.423747421,23.8829906,1.266850921,0.167896415,0.832103585,0.278359198,0.085040305,0.107733388,0.129471127,4.222399777,0.750485375,0.035711474,2.100340292,0.165415573,0.002480843,0.215043982,0.230186368,4.344305908,24.36162166,0.053044066,0.98522397,0.167896415,27.99894339,0
6455,IFS,2023,6.476677898,4.885309334,6.038445022,8.395153511,28.81980544,1.361254747,0.143244007,0.856755993,0.240915627,0.104556981,0.142328687,0.166125114,4.6465454,0.775819543,0.034125527,2.289432886,0.141658786,0.001585221,0.303654402,0.275919109,3.624250607,26.09500151,0.047233308,0.988933421,0.143244007,28.0132755,0
6456,IFS,2024,5.224836176,4.031142831,6.978350566,8.372203498,22.86803889,1.430467176,0.174018847,0.825981153,0.294823836,0.081882718,0.117130541,0.141807764,3.830090987,0.725508015,0.036569565,2.423506584,0.171724532,0.002294315,0.256239119,0.23342373,4.284054579,26.76426373,0.06255312,0.986815712,0.174018847,28.02059265,0
6457,IHK,2017,1.295486526,0.975981807,14.08438969,55.82723932,12.25633655,2.684605508,0.644825169,0.355174831,2.433348607,0.019236894,0.051643472,0.145402962,0.286603191,0.176279922,0.531294961,10.13077868,0.596575161,0.048250008,0.23686109,0.080583881,12.40942957,5.760504204,0.219038168,0.925173504,0.644825169,25.11560168,0
6458,IHK,2018,1.421867008,0.818717295,10.02885442,43.47354076,14.92043917,3.281367374,0.591460398,0.408539602,1.889485215,0.013351724,0.043811912,0.107240306,0.087537447,0.228851607,0.506698506,10.48268855,0.542473344,0.048987053,0.147737757,0.111659863,8.955769567,7.497551107,0.219924316,0.917176106,0.591460398,24.94902226,0
6459,IHK,2019,1.612342668,1.001759453,12.02020687,35.65478501,19.52524909,3.681587862,0.533498299,0.466501701,1.540974206,0.015509744,0.057100487,0.122401454,0.276943383,0.307165821,0.444656263,10.63402065,0.501624069,0.031874231,0.196562779,0.09335165,10.7121835,9.123072032,0.188555232,0.940254297,0.533498299,24.8482715,0
6460,IHK,2020,1.976917761,1.184381637,8.30025464,51.06945193,16.81472367,2.741987453,0.429023322,0.570976678,0.985301011,0.015410639,0.042255779,0.074006138,0.238464999,0.407204891,0.465575601,6.297287048,0.416826173,0.01219715,0.116800708,0.138235827,7.234014647,6.229018705,0.163070622,0.971569961,0.429023322,24.6189932,0
6461,IHK,2021,1.660374277,0.722815404,3.976447592,50.69421636,13.73681243,1.88775442,0.506351015,0.493648985,1.043401579,-0.055360859,-0.104507707,-0.211704491,0.186134268,0.334381185,0.311855469,3.88996148,0.506351015,0,-0.219792007,0.267888976,3.732889699,6.759029545,0.137423032,1,0.506351015,24.51056856,0
6462,IHK,2023,2.550787094,1.869880959,12.85913983,28.39033885,59.09027752,3.244157503,0.370512415,0.629487585,0.825725662,0.029571658,0.095935117,0.15240192,1.144518857,0.574585871,0.266994716,7.229944249,0.370512415,0,0.229391806,0.091247428,10.95921299,10.95695145,0.054901714,1,0.370512415,24.58893293,0
6463,IHK,2024,2.356418508,1.741856528,10.0192437,41.03946612,27.66980272,2.370980552,0.385059075,0.614940925,0.705828709,-0.028671068,-0.067978546,-0.110544839,0.276466451,0.522301255,0.293803552,4.346102332,0.385059075,0,-0.127702697,0.112081249,8.922098971,7.919964924,0.085688379,1,0.385059075,24.39353311,0
6464,ILA,2017,9.21840512,7.727828978,11.97686021,150.4481456,16.25206348,1.28699825,0.07209321,0.92790679,0.115354793,0.086136749,0.110857845,0.119470885,0.221158817,0.592472717,0.79824339,2.059298194,0.07209096,2.24938E-06,0.200369437,0.090881907,11.00329022,2.228874486,0.079189837,0.999968799,0.07209321,25.7984887,0
6465,ILA,2018,2.203883148,1.849460604,40.17687706,45.58763806,59.64345991,3.089395891,0.220392908,0.779607092,0.355890035,0.00192318,0.005941464,0.0076211,0.044537134,0.261192309,0.806980755,4.988750415,0.216958191,0.003434717,0.007330401,0.025359934,39.43227979,7.85817115,0.051797731,0.984415481,0.220392908,26.33827376,0
6466,ILA,2019,40.56249992,40.54703655,5265.395065,179.634542,105.1241647,1.285144109,0.01724221,0.98275779,0.02304191,0.000500378,0.000643058,0.000654341,0.413980733,0.624453802,0.987887557,1.717423381,0.015783982,0.001458228,0.01102684,0.000193391,5170.884021,1.995431613,0.012225011,0.915426872,0.01724221,26.14901814,0
6467,ILA,2020,2.649415928,1.626877334,0.429056596,1213.644909,11.2017738,0.132391904,0.314630046,0.685369954,0.591764389,0.312958347,0.041433151,0.060453703,0.159123111,0.497734014,0.550608515,0.249006143,0.301763798,0.012866248,0.0925062,2.627580056,0.380578319,0.266766128,0.011818834,0.95910674,0.314630046,26.49077494,0
6468,ILA,2021,48.21261808,48.19197106,89.88883946,9320.718731,0,0.038494825,0.020741458,0.979258542,0.022650925,1.443439148,0.055564937,0.056741845,0.78989133,0.979258542,0.983012144,0.042038673,0.020741458,0,0.075113408,0.01191372,83.93684027,0.036567082,0,1,0.020741458,26.03330484,0
6469,ILA,2022,1.325577445,1.056338435,14.19498903,99.342898,0,0.493693309,0.129176703,0.870823297,0.157123976,-0.016959516,-0.0083728,-0.009614809,0.002846618,0.042057021,0.784714904,0.600503452,0.129176703,0,-0.008610238,0.07379203,13.55159894,3.50761177,0,1,0.129176703,26.14109258,0
6470,ILA,2023,3.428439706,1.1718577,0.272603797,590.0820328,3.819792199,0.152467521,0.476580684,0.523419316,1.015145501,0.093329921,0.014229782,0.027186199,0.107723398,0.601896256,0.290072149,0.324764983,0.247853078,0.228727605,-0.010992366,3.92821645,0.254568457,0.577634551,0.039915135,0.520065304,0.476580684,26.70138888,1
6471,ILA,2024,2.433815883,0.649568403,0.692252676,137.9012437,6.912220508,0.390466329,0.430213485,0.569786515,0.786221177,-0.014734241,-0.005753225,-0.010097159,0.087256396,0.453270277,0.19173762,0.713582694,0.316128648,0.114084836,-0.00758885,1.602356695,0.62408077,2.386167017,0.056489276,0.734818084,0.430213485,26.60644868,1
6472,ILC,2017,1.118068443,1.009470933,29.95983833,49.59229902,0,2.841903076,1.382187403,-0.382187403,0.785168794,-0.279447465,-0.79416261,2.077940308,0.474651238,0.103129702,0.395377838,1.614378488,0.873473889,0.508713514,-0.08541764,0.035499613,28.16932096,6.920150429,0,0.631950405,1.382187403,24.26867992,1
6473,ILC,2018,1.470720666,1.300683702,23.90907976,71.86863,0,2.147493804,0.871585612,0.128414388,0.740825012,0.07208456,0.154801146,1.205481324,0.33354848,0.248650296,0.544280168,1.825313659,0.528233227,0.343352385,0.129925609,0.050973714,19.61795448,4.167200149,0,0.606060058,0.871585612,24.67165415,0
6474,ILC,2019,1.35051071,1.198605132,18.23618134,78.18952674,0,1.499159837,0.831649273,0.168350727,0.787974801,0.035454619,0.05315214,0.315722665,0.339897315,0.189688764,0.439405321,1.420430719,0.541178226,0.290471046,0.047045707,0.064779163,15.43706278,3.951618847,0,0.650728912,0.831649273,24.7802591,0
6475,ILC,2020,1.709996678,1.703083716,1002.657509,26.80348557,0,2.979537426,0.576693784,0.423306216,0.425530419,0.069518528,0.207133056,0.489322026,0.965893426,0.305202698,0.297659629,2.198539061,0.429864965,0.146828818,0.078944899,0.001081098,924.9854524,12.56272584,0,0.745395525,0.576693784,24.53022881,0
6476,ILS,2017,1.424937841,1.397050209,14.32704741,1183.983618,1.79974041,0.145530333,0.491719749,0.508280251,0.939863521,0.024101336,0.003507475,0.006900672,0.047722585,0.154778487,0.909547206,0.278163836,0.364237947,0.127481802,0.009049694,0.097028037,10.30629941,0.221765114,0.080861847,0.740742969,0.491719749,27.2571956,1
6477,ILS,2018,1.486240572,1.395340772,9.775653245,456.3399046,2.690704373,0.25971764,0.409744462,0.590255538,0.787807174,0.024799096,0.006440763,0.010911821,0.202667748,0.142116311,0.747506866,0.499353717,0.292275715,0.117468746,0.009833262,0.122373675,8.171692128,0.668606547,0.096524034,0.71331218,0.409744462,27.26308952,1
6478,ILS,2019,0.868814641,0.833353237,12.839185,488.6462124,2.73296261,0.189653554,0.513262243,0.486737757,1.196989759,-0.022606235,-0.004287353,-0.008808342,0.178127897,-0.05464532,0.701565012,0.442295073,0.416550446,0.096711797,-0.003193236,0.095171194,10.50738108,0.611301349,0.069394858,0.811574301,0.513262243,27.45614811,1
6479,ILS,2020,1.254336584,1.194607104,23.81912885,234.4563291,5.943484295,0.415353119,0.410477053,0.589522947,0.790345411,-0.007371473,-0.003061764,-0.00519363,0.226952164,0.074252607,0.728567198,0.799733942,0.291946229,0.118530824,-0.00635191,0.046927459,21.30948552,1.39276548,0.069883775,0.711236418,0.410477053,27.26451992,1
6480,ILS,2021,0.714850398,0.665696175,21.14171617,206.5838121,5.70006294,0.385630401,0.482496543,0.517503457,0.982551304,-0.061644393,-0.023771952,-0.045935832,0.0561876,-0.105813957,0.82279063,0.785294027,0.371082254,0.111414289,-0.045535484,0.054572085,18.32438704,1.531389959,0.067653709,0.769087902,0.482496543,27.32054867,1
6481,ILS,2022,0.588225716,0.554778012,29.08232332,185.4213923,4.674866889,0.359049904,0.490164603,0.509835397,0.938644958,-0.075201468,-0.02700108,-0.052960387,0.049592262,-0.151991265,0.840075603,0.687565727,0.369113057,0.121051546,-0.048706136,0.03941002,25.37425786,1.717502102,0.076804305,0.753038989,0.490164603,27.25906591,1
6482,ILS,2023,0.440707862,0.42866913,61.96949943,173.1399803,3.84887192,0.282081001,0.476347676,0.523652324,0.848135146,0.030034049,0.008472034,0.016178739,0.063661002,-0.21147246,0.802994249,0.502244102,0.378107335,0.098240341,-0.086593738,0.019405229,51.53250204,1.753067917,0.073289267,0.793763367,0.476347676,27.18626186,1
6483,IME,2017,2.450820567,1.45569376,7.612105071,7.042718701,20.57077462,2.687067555,0.383483599,0.616516401,0.840262518,0.047733085,0.128262023,0.208043165,0.934841368,0.514646577,0.059637463,5.887715027,0.354727931,0.028755669,0.331981367,0.154070779,6.490523422,44.19035286,0.130625492,0.925014606,0.383483599,25.09118784,0
6484,IME,2018,1.586651606,0.255797074,0.926174548,32.87402103,10.79482269,0.724704424,0.587946057,0.412053943,1.713356168,0.009274723,0.006721433,0.016312022,0.009553786,0.344919499,0.06996838,2.111888974,0.587946057,0,0.007823565,1.262839744,0.791866113,9.492901007,0.067134444,1,0.587946057,25.37634452,1
6485,IME,2019,1.352333197,0.426971516,2.688184124,40.86925121,32.26586477,1.732733849,0.696564498,0.303435502,1.627176152,-0.114167682,-0.197822207,-0.651941536,0.059801709,0.245422797,0.205963674,4.047669961,0.696564498,0,-0.490976324,0.377151743,2.651452681,8.808887279,0.053701764,1,0.696564498,25.15521131,1
6486,IME,2020,1.744691986,0.873069854,5.11241979,56.48291863,49.95181148,2.408345941,0.540460693,0.459539307,0.852667704,0.00425696,0.010252231,0.022309803,0.096739014,0.402476747,0.395239422,3.799571053,0.540460693,0,-0.016148987,0.222989976,4.484506511,5.668444336,0.048213385,1,0.540460693,24.76271833,0
6487,IME,2021,1.605162114,0.736517466,1.924047892,113.8440256,22.73251839,0.992689197,0.593957362,0.406042638,1.08526325,0.009322787,0.00925463,0.022792261,0.063942832,0.359440493,0.324755493,1.813815558,0.593957362,0,-0.002100489,0.611745912,1.634665602,2.723928263,0.043668246,1,0.593957362,24.90954066,0
6488,IME,2022,1.280332093,0.469377682,2.336607671,55.94429842,58.47053728,1.4427998,0.761419219,0.238580781,2.639290003,0.017011445,0.024544109,0.102875466,0.013797639,0.213450244,0.226841533,5.001143908,0.761419219,0,0.043835273,0.487296559,2.05213844,5.730043118,0.024675672,1,0.761419219,25.54985147,0
6489,IME,2023,1.905585212,0.792694207,4.269842493,20.83404626,42.01485693,2.353942999,0.495371999,0.504628001,1.002411255,0.040760198,0.095947182,0.19013448,0.160962566,0.448601557,0.142336694,4.763327278,0.495371999,0,0.180051515,0.273253075,3.659611151,15.01558745,0.056026443,1,0.495371999,25.01162497,0
6490,IN4,2017,1.418454707,1.411045327,88.28510262,25.7138969,1.430634687,0.341618983,0.522243081,0.477756919,5.650399073,0.907116856,0.309888338,0.648631816,1.364961946,0.218535075,0.03248844,3.696140089,0.522243081,0,0.823292555,0.015833543,63.15705649,10.15452051,0.238788411,1,0.522243081,25.58952079,0
6491,IN4,2018,1.26941904,1.263063397,63.90444525,29.96945183,1.418380479,0.261062994,0.64276876,0.35723124,9.887666688,0.248948959,0.064991361,0.181930787,1.229714883,0.173174142,0.02627069,4.015913695,0.64276876,0,1.22784642,0.022196084,45.05299228,8.586311436,0.184057097,1,0.64276876,25.94143092,1
6492,IN4,2019,1.364057101,1.28136744,51.88658257,26.24204012,1.598474684,1.059858071,0.247025297,0.752974703,1.008989269,0.215814254,0.228732479,0.303771798,0.969375643,0.089931314,0.226140558,4.329052253,0.247025297,0,1.128403186,0.026208944,38.15491446,10.22799922,0.663043389,1,0.247025297,24.61538612,0
6493,IN4,2020,1.587693637,1.474277017,40.19558081,23.65268912,1.568351661,1.014323672,0.222495665,0.777504335,0.890518343,0.167538098,0.169937858,0.218568374,1.085276673,0.130759286,0.186069831,4.059736793,0.222495665,0,0.752438585,0.037124664,26.93627091,10.34121348,0.646745049,1,0.222495665,24.59506857,0
6494,ING,2024,0.394453131,0,0,0,0,0,1.021018611,-0.021018611,13.43338633,0,-0.013116359,0.624035493,0.008815228,-0.020410108,0.934308536,0,0.033705249,0.987313362,-0.170031777,0,0,0,0,0.033011396,1.021018611,28.63821261,0
6495,IRC,2017,1.693904832,1.55244476,5.141606146,11.31004297,0.983141454,0.252601465,0.347298721,0.652701279,0.756554048,0.189879169,0.047963756,0.073485004,0.820951209,0.240992261,0.013305006,0.55026595,0.347298721,0,0.113751534,0.27870335,3.588044419,22.52099709,0.256932982,1,0.347298721,26.29764508,0
6496,IRC,2018,21.91414788,16.51638152,0.65769447,44.14587324,0.268406137,0.086243369,0.024293352,0.975706648,0.025940641,0.454631,0.039208909,0.040185141,2.754658757,0.508074755,0.019593451,0.09209138,0.024293352,0,0.008269445,1.802167136,0.554887491,6.975630956,0.321316682,1,0.024293352,25.95365998,0
6497,IRC,2019,21.68149212,16.53585287,1.230024497,11.60236123,0.584588825,0.164927337,0.026057908,0.973942092,0.028023218,0.267111218,0.044053942,0.045232609,3.234781046,0.538916425,0.009279348,0.177366295,0.026057908,0,0.019758588,0.929264527,1.076119847,27.52284739,0.282125368,1,0.026057908,25.96076387,0
6498,IRC,2020,9.865252834,7.569764063,0.621910414,10.96934156,0.421169545,0.093098374,0.065213738,0.934786262,0.076036219,0.828233325,0.077107176,0.082486424,1.036346148,0.578136273,0.004348931,0.108548422,0.065213738,0,-0.038018887,1.426667291,0.700934273,37.50263396,0.22104726,1,0.065213738,26.04159146,0
6499,IRC,2021,9.151802471,7.525382364,1.358215805,16.69932721,0.8657836,0.162110836,0.073385546,0.926614454,0.085244406,0.405207707,0.06568856,0.07089093,0.764984566,0.598224477,0.011043354,0.188307407,0.073385546,0,-0.033964037,0.675098997,1.481264237,23.83733214,0.18724175,1,0.073385546,26.03784731,0
6500,IRC,2022,12.70457537,10.09043722,0.606487469,31.22125347,0.516956895,0.084067354,0.053024552,0.946975448,0.058854298,0.547434316,0.046021354,0.048598255,1.208943967,0.620629866,0.010674504,0.093310077,0.053024552,0,-0.074951521,1.050314903,0.952095412,18.35275088,0.162619658,1,0.053024552,25.99236162,0
6501,IRC,2023,9.333646838,8.008886892,1.028520019,44.26741305,0.718515814,0.100830183,0.074001516,0.925998484,0.082868546,0.325875298,0.032858066,0.03548393,0.696002024,0.616702499,0.017704752,0.112911885,0.074001516,0,-0.077299366,0.641247548,1.559460154,12.50173402,0.140331195,1,0.074001516,26.00122181,0
6502,IRC,2024,9.529734684,8.244178559,1.325561833,23.52210147,1.103571823,0.123865293,0.072687311,0.927312689,0.08432665,0.526792597,0.065251319,0.070366037,1.043209963,0.620003475,0.011523741,0.143699706,0.072687311,0,-0.030565313,0.741591962,1.348450429,15.78526003,0.112240355,1,0.072687311,26.03658293,0
6503,ISG,2017,0.112354615,0.100003996,28.16421169,39.33325084,0.474436263,0.381885297,1.504613127,-0.504613127,12.5358998,-0.281556373,-0.107522239,0.213078561,0.044985193,-0.974509563,0.333627925,3.181732055,1.097859099,0.406754028,-0.928415564,0.033136758,30.17796735,9.943182416,0.804924343,0.72966205,1.504613127,27.32066336,1
6504,ISG,2018,0.181773928,0.164689474,25.94462193,33.57324335,0.729183463,0.534965669,1.554696198,-0.554696198,12.17317637,-0.03317956,-0.017749926,0.031999364,0.104616181,-0.987531066,0.224293816,4.188748543,1.206917135,0.347779064,-0.171305273,0.044680877,22.38093939,9.378438411,0.733650303,0.776304165,1.554696198,27.25855737,1
6505,ISG,2019,0.150806131,0.124296909,16.1045119,37.36556318,0.84644211,0.595614749,1.691945254,-0.691945254,11.67780588,-0.105083262,-0.062589141,0.090453891,0.059288975,-1.184752785,0.2898039,4.110932907,1.395149951,0.296795303,-0.592836775,0.060471376,16.53674959,10.03053079,0.703668617,0.824583389,1.691945254,27.13241385,1
6506,ISG,2020,0.152616262,0.144055801,41.12545434,69.43295448,0.874744376,0.582399655,1.891233037,-0.891233037,11.33119081,-0.161619021,-0.094126862,0.105614198,0.065841722,-1.401823611,0.43881335,3.489406905,1.654296098,0.236936938,-0.946007204,0.021918383,45.62380436,5.831872307,0.665794112,0.874718274,1.891233037,26.99093281,1
6507,ISG,2021,0.339175653,0.314716715,22.92028482,40.69400089,1.743293817,0.798015169,1.545611193,-0.545611193,10.76279338,0.277206723,0.22121517,-0.405444707,0.234338144,-0.940674944,0.184276715,5.556942403,1.423487117,0.122124075,1.49985854,0.069755266,14.33583529,5.610033655,0.457762863,0.920986548,1.545611193,27.14127835,1
6508,ISG,2022,0.19661786,0.178786932,34.11054833,18.58265429,2.983965919,1.312312842,2.207754307,-1.207754307,12.55559273,0.235274573,0.308753844,-0.255642925,0.09605746,-1.733392527,0.157490568,7.463178998,2.157618946,0.050135361,1.654304148,0.048818109,20.48420178,11.79547573,0.439788147,0.977291241,2.207754307,26.93879301,1
6509,ISG,2023,0.197739102,0.180366853,17.68382809,45.89116506,2.353250747,0.845677924,2.752787355,-1.752787355,12.93727495,-0.344457901,-0.291300443,0.166192688,0.126250371,-2.208453654,0.195333166,3.974432606,2.752787355,0,-1.467944556,0.051180283,19.53877438,8.787894094,0.359365837,1,2.752787355,26.74810135,1
6510,ISG,2024,0.247813353,0.235737833,47.32130055,25.98964506,0.869610853,0.610787873,1.317472485,-0.317472485,9.407821358,1.382996016,0.844717195,-2.660757182,0.161291457,-0.803995301,0.164189468,4.361520457,1.068877392,0.248595094,-0.966610406,0.018308207,54.62031301,16.21026179,0.702369192,0.811309081,1.317472485,27.16642894,1
6511,ISH,2017,0.400025501,0.338591471,29.68688202,22.50637512,0.32849483,0.301507702,0.37223855,0.62776145,0.717153325,0.283459791,0.08546531,0.136142973,0.226134525,-0.099187652,0.281124441,0.580883551,0.165319779,0.206918771,0.195738138,0.066886873,14.95061669,8.167362499,0.917846112,0.444123209,0.37223855,27.48826817,1
6512,ISH,2018,0.345478691,0.301570503,38.27511499,62.99298886,0.357652173,0.328056342,0.352956132,0.647043868,0.653279545,0.345485263,0.113338632,0.175163752,0.010971844,-0.127764502,0.839537516,0.607193014,0.195202967,0.157753165,0.248808052,0.058323092,17.14586751,2.595634924,0.917249683,0.553051639,0.352956132,27.44817477,0
6513,ISH,2019,0.349368794,0.300866749,39.20886887,50.80888736,0.327559982,0.306374477,0.249060202,0.750939798,0.430362207,0.375586021,0.115069971,0.153234615,0.036144048,-0.104819747,0.757717076,0.529398094,0.161104703,0.0879555,0.241241165,0.062285524,16.05509481,2.941587294,0.935323282,0.646850445,0.249060202,27.37944597,0
